N�mero_Proveedor,Nombre_Proveedor,CUIT,Categoria_Proveedor,Tipo_Contribuyente,Contacto,Correo_Electrónico,Teléfono,Razón_Social,Importe,Fecha,Nro_Cuenta,Ciudad,Pais
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,143944,2020-05-25,516000,Cordoba,Argentina
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,158384,2020-08-25,516000,Cordoba,Argentina
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,106432,2020-10-16,516000,Cordoba,Argentina
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,106432,2021-01-28,516000,Cordoba,Argentina
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,42668,2022-10-13,516000,Cordoba,Argentina
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,72059,2021-02-13,516000,Cordoba,Argentina
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,248599,2020-02-28,507100,Rosario,Argentina
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,159738,2020-05-28,507100,Rosario,Argentina
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,122240,2020-08-28,507100,Rosario,Argentina
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,90675,2020-10-19,507100,Rosario,Argentina
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,90675,2021-02-01,507100,Rosario,Argentina
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,81679,2022-10-16,507100,Rosario,Argentina
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,117043,2021-02-16,507100,Rosario,Argentina
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,130696,2020-03-02,501400,San Juan,Argentina
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,207725,2020-06-01,501400,San Juan,Argentina
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,121055,2020-09-01,501400,San Juan,Argentina
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,252093,2020-10-22,501400,San Juan,Argentina
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,252093,2021-02-04,501400,San Juan,Argentina
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,280320,2022-10-19,501400,San Juan,Argentina
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,11442,2021-02-19,501400,San Juan,Argentina
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,88206,2020-03-05,509100,San Rafael,Argentina
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,103821,2020-06-04,509100,San Rafael,Argentina
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,52184,2020-09-04,509100,San Rafael,Argentina
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,85168,2020-10-25,509100,San Rafael,Argentina
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,85168,2021-02-07,509100,San Rafael,Argentina
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,34695,2022-10-22,509100,San Rafael,Argentina
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,10587,2022-09-22,509100,San Rafael,Argentina
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,S.A.,255727,2020-03-08,501400,Posadas,Argentina
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,S.A.,253296,2020-06-07,501400,Posadas,Argentina
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,S.A.,200021,2020-09-07,501400,Posadas,Argentina
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,S.A.,278387,2020-10-28,501400,Posadas,Argentina
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,S.A.,278387,2021-02-10,501400,Posadas,Argentina
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,S.A.,82635,2022-10-25,501400,Posadas,Argentina
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,S.A.,13020,2022-09-25,501400,Posadas,Argentina
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,295728,2020-03-11,516000,Bahía Blanca,Argentina
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,201749,2020-06-10,516000,Bahía Blanca,Argentina
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,269410,2020-09-10,516000,Bahía Blanca,Argentina
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,156276,2020-11-01,516000,Bahía Blanca,Argentina
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,156276,2021-02-13,516000,Bahía Blanca,Argentina
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,124428,2021-01-28,516000,Bahía Blanca,Argentina
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,217800,2022-09-28,516000,Bahía Blanca,Argentina
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,59893,2020-03-14,507100,Resistencia,Argentina
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,43682,2020-06-13,507100,Resistencia,Argentina
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,228649,2020-09-13,507100,Resistencia,Argentina
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,28845,2020-11-04,507100,Resistencia,Argentina
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,28845,2021-02-16,507100,Resistencia,Argentina
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,61059,2021-02-01,507100,Resistencia,Argentina
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,268049,2022-10-01,507100,Resistencia,Argentina
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,44782,2020-03-17,509100,Formosa,Argentina
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,36878,2020-06-16,509100,Formosa,Argentina
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,47698,2020-09-16,509100,Formosa,Argentina
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,298913,2020-11-07,509100,Formosa,Argentina
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,11442,2021-02-19,509100,Formosa,Argentina
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,183119,2021-02-04,509100,Formosa,Argentina
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,229698,2022-10-04,509100,Formosa,Argentina
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,195892,2020-03-20,501400,Santiago del Estero,Argentina
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,113452,2020-06-19,501400,Santiago del Estero,Argentina
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,20782,2020-09-19,501400,Santiago del Estero,Argentina
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,10509,2020-11-10,501400,Santiago del Estero,Argentina
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,10587,2021-02-22,501400,Santiago del Estero,Argentina
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,202693,2021-02-07,501400,Santiago del Estero,Argentina
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,102297,2022-10-07,501400,Santiago del Estero,Argentina
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,S.A.,108357,2020-03-23,502100,Río Cuarto,Argentina
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,S.A.,280161,2020-06-22,502100,Río Cuarto,Argentina
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,S.A.,138216,2020-09-22,502100,Río Cuarto,Argentina
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,S.A.,239084,2020-11-13,502100,Río Cuarto,Argentina
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,S.A.,13020,2021-02-25,502100,Río Cuarto,Argentina
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,S.A.,26156,2021-02-10,502100,Río Cuarto,Argentina
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,S.A.,24358,2022-10-10,502100,Río Cuarto,Argentina
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,221537,2020-03-26,516000,Buenos Aires,Argentina
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,164567,2020-06-25,516000,Buenos Aires,Argentina
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,91071,2020-09-25,516000,Buenos Aires,Argentina
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,98759,2020-11-16,516000,Buenos Aires,Argentina
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,217800,2021-02-28,516000,Buenos Aires,Argentina
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,295351,2021-02-13,516000,Buenos Aires,Argentina
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,165797,2022-10-13,516000,Buenos Aires,Argentina
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,277194,2020-03-29,507100,Villa María,Argentina
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,137527,2020-06-28,507100,Villa María,Argentina
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,157821,2020-09-28,507100,Villa María,Argentina
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,22735,2020-11-19,507100,Villa María,Argentina
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,268049,2021-03-01,507100,Villa María,Argentina
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,195051,2021-02-16,507100,Villa María,Argentina
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,260964,2022-10-16,507100,Villa María,Argentina
